CustomerID,Quantity
17850.0,5.45553
17850.0,17.402475
17850.0,35.76346
17850.0,17.402475
17850.0,17.402475
17850.0,0.33188382
17850.0,2.5781121
17850.0,50.405415
17850.0,50.405415
13047.0,20.875
13047.0,12.623127
13047.0,12.623127
13047.0,7.799363
13047.0,15.006178
13047.0,8.249533
13047.0,6.7301583
13047.0,4.882418
13047.0,6.356951
13047.0,6.356951
13047.0,4.882418
13047.0,4.882418
13047.0,8.249533
13047.0,6.7301583
13047.0,6.7301583
13047.0,6.7301583
13047.0,6.356951
12583.0,6.5525236
12583.0,6.5525236
12583.0,6.5525236
12583.0,14.415281
12583.0,23.508102
12583.0,14.415281
12583.0,15.542567
12583.0,6.812287
12583.0,6.812287
12583.0,10.904883
12583.0,10.904883
12583.0,10.904883
12583.0,14.415281
12583.0,13.88984
12583.0,6.812287
12583.0,6.5525236
12583.0,25.822216
12583.0,25.822216
12583.0,23.508102
12583.0,2.0527241
13748.0,16.493116
17850.0,50.405415
17850.0,50.405415
17850.0,5.45553
17850.0,17.402475
17850.0,35.76346
17850.0,1.3007599
17850.0,66.8831
17850.0,66.8831
17850.0,66.8831
17850.0,66.8831
17850.0,1.3007599
17850.0,0.92755175
17850.0,4.6453686
17850.0,5.45553
17850.0,17.402475
17850.0,17.402475
17850.0,0.5739045
17850.0,2.5781121
15100.0,8.340411
17850.0,5.45553
17850.0,17.402475
17850.0,35.76346
17850.0,1.3007599
17850.0,66.8831
17850.0,66.8831
17850.0,66.8831
17850.0,66.8831
17850.0,1.3007599
17850.0,0.92755175
17850.0,4.6453686
17850.0,5.45553
17850.0,17.402475
17850.0,17.402475
17850.0,0.5739045
17850.0,2.5781121
15291.0,20.277603
15291.0,16.158934
17850.0,50.405415
17850.0,50.405415
14688.0,9.504919
14688.0,9.504919
14688.0,5.668128
14688.0,11.687211
14688.0,5.320078
14688.0,5.320078
14688.0,11.687211
14688.0,11.680163
14688.0,10.3150835
14688.0,10.3150835
14688.0,21.932095
14688.0,21.19297
14688.0,21.19297
14688.0,21.19297
14688.0,5.668128
14688.0,13.050643
14688.0,49.64189
14688.0,9.504919
14688.0,9.504919
17809.0,11.006742
15311.0,7.286879
15311.0,5.911181
15311.0,11.882888
15311.0,11.882888
15311.0,15.428617
15311.0,15.428617
15311.0,15.428617
15311.0,15.428617
15311.0,14.250784
15311.0,12.693052
15311.0,14.058132
15311.0,21.280148
15311.0,11.882888
15311.0,11.882888
15311.0,7.18476
15311.0,7.18476
15311.0,7.18476
15311.0,7.18476
15311.0,14.250784
15311.0,15.428617
15311.0,12.693052
15311.0,14.250784
15311.0,14.250784
15311.0,18.495142
15311.0,5.911181
15311.0,7.18476
15311.0,5.537974
15311.0,5.537974
15311.0,18.495142
15311.0,7.18476
15311.0,11.882888
15311.0,14.058132
15311.0,6.83671
15311.0,86.03179
15311.0,5.537974
14527.0,1.6669517
16098.0,15.92345
16098.0,8.477812
16098.0,15.124725
16098.0,12.949481
16098.0,12.949481
16098.0,85.34466
16098.0,8.825862
16098.0,8.477812
16098.0,7.277416
16098.0,5.474983
16098.0,5.474983
16098.0,5.474983
15311.0,7.286879
18074.0,16.105667
18074.0,33.099503
18074.0,21.155561
18074.0,16.828766
18074.0,16.828766
18074.0,27.13483
18074.0,22.296907
18074.0,16.828766
18074.0,11.4410095
18074.0,15.089944
18074.0,16.105667
18074.0,16.105667
18074.0,20.572424
17420.0,10.065941
17420.0,26.039284
17420.0,13.966078
17420.0,20.22019
17420.0,22.265387
17420.0,10.472721
17420.0,20.708376
16029.0,15.177884
16029.0,22.651968
16029.0,22.651968
16029.0,16.005064
16029.0,17.016224
16029.0,17.016224
16029.0,27.08898
16029.0,24.022448
16250.0,7.277416
16250.0,7.277416
16250.0,5.881763
16250.0,7.6506233
16250.0,8.927984
16250.0,8.825862
16250.0,15.124725
16250.0,26.485374
16250.0,15.92345
16250.0,19.561724
16250.0,15.92345
16250.0,7.277416
16250.0,15.124725
16250.0,15.124725
12431.0,3.9389713
12431.0,6.0513644
12431.0,16.755064
12431.0,5.9022307
12431.0,5.6781573
12431.0,5.6781573
12431.0,5.6781573
12431.0,3.9389713
12431.0,7.68582
12431.0,7.68582
12431.0,3.9389713
12431.0,3.9389713
12431.0,14.700292
12431.0,17.76662
17511.0,17.166822
17511.0,20.210007
17511.0,33.901012
17511.0,93.86945
17511.0,93.86945
17511.0,17.166822
17511.0,41.413467
17511.0,27.724453
17511.0,107.172585
17511.0,27.724453
17511.0,93.86945
17511.0,33.901012
17511.0,20.660175
17511.0,41.413467
17511.0,41.413467
17511.0,39.03213
17511.0,109.7909
17511.0,19.38283
17511.0,20.660175
17511.0,35.484535
17511.0,20.210007
17511.0,33.901012
17511.0,30.300499
17511.0,28.341434
17548.0,15.658115
17548.0,71.218254
17548.0,71.218254
17548.0,71.218254
17548.0,23.881033
17548.0,15.658115
17548.0,15.658115
13705.0,21.171822
13705.0,16.180918
13705.0,25.949858
13705.0,25.949858
13705.0,12.5659895
13705.0,25.949858
13705.0,25.949858
13705.0,14.980541
13705.0,29.87705
13705.0,33.703648
13747.0,8.683652
13408.0,28.619434
13408.0,69.20856
13408.0,69.20856
13408.0,69.20856
13408.0,69.20856
13408.0,6.13978
13408.0,6.9669633
13408.0,16.579546
13408.0,11.801525
13408.0,12.497179
13408.0,14.475408
13767.0,11.35857
13767.0,25.054691
13767.0,32.226063
13767.0,32.226063
13767.0,32.226063
13767.0,21.54349
13767.0,16.349463
13767.0,11.35857
13767.0,11.35857
13767.0,11.35857
13767.0,11.35857
13767.0,11.35857
13767.0,16.349463
13767.0,16.349463
17850.0,5.63886
17850.0,17.5858
17850.0,35.946793
17850.0,1.4840887
17850.0,1.4840887
17850.0,69.20841
17850.0,69.20841
17850.0,69.20841
17850.0,69.20841
17850.0,1.4840887
17850.0,1.1108806
17850.0,4.943208
17850.0,5.63886
17850.0,17.5858
17850.0,17.5858
17850.0,0.75723326
17850.0,-1.5659542
17850.0,2.7614415
17924.0,11.732328
17924.0,11.732328
13448.0,61.21828
13448.0,7.368577
13448.0,5.766573
13448.0,12.497179
13448.0,4.29204
13448.0,4.29204
13448.0,11.801525
13448.0,11.801525
13448.0,11.801525
13448.0,16.579546
13448.0,14.475408
13448.0,8.031695
13448.0,6.9669633
13448.0,7.4171324
13448.0,6.13978
13448.0,6.9669633
13448.0,6.13978
17850.0,50.703262
17850.0,50.703262
13448.0,19.141088
15862.0,10.549804
15862.0,9.873031
15862.0,9.873031
15862.0,6.9471736
15862.0,7.610293
15862.0,12.265353
15862.0,9.873031
15862.0,9.873031
15862.0,9.224325
15862.0,12.265353
15862.0,9.873031
15862.0,5.710625
15862.0,6.5378084
15862.0,9.873031
15862.0,4.100412
15862.0,4.100412
15862.0,5.337418
15862.0,6.9879775
15862.0,5.710625
15862.0,10.549804
15862.0,6.9471736
15862.0,15.276635
15862.0,4.100412
15862.0,19.623405
15862.0,19.623405
15862.0,19.623405
15862.0,6.9471736
15862.0,9.274078
15862.0,9.274078
15862.0,9.873031
15862.0,11.24465
15862.0,19.623405
15862.0,6.9471736
15862.0,6.9471736
15862.0,9.873031
15862.0,9.873031
15862.0,9.873031
15862.0,9.873031
15862.0,9.224325
15862.0,6.9471736
15862.0,6.9471736
15862.0,5.337418
15862.0,9.873031
15862.0,10.549804
15862.0,11.24465
15862.0,9.224325
15862.0,6.9471736
15862.0,6.9471736
15862.0,5.337418
15862.0,4.100412
15862.0,9.224325
15862.0,9.224325
15862.0,9.224325
15862.0,9.224325
15862.0,10.549804
15862.0,6.9471736
15862.0,6.9471736
15862.0,10.549804
15862.0,3.6936312
15862.0,6.9471736
15862.0,4.100412
15862.0,6.9879775
15862.0,5.337418
15862.0,5.337418
15513.0,8.959145
15513.0,8.959145
15513.0,5.3973193
12791.0,44.34944
12791.0,1.9549227
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,10.352271
16218.0,12.789805
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,11.000977
16218.0,12.789805
16218.0,12.789805
16218.0,12.789805
16218.0,11.000977
16218.0,11.000977
16218.0,10.402024
16218.0,22.04971
16218.0,22.04971
16218.0,22.04971
16218.0,22.04971
16218.0,22.04971
16218.0,10.352271
16218.0,10.352271
16218.0,10.352271
16218.0,10.352271
14045.0,9.791939
17850.0,4.158476
17850.0,20.119547
17850.0,34.880722
17850.0,1.4162277
17850.0,59.38002
17850.0,59.38002
17850.0,59.38002
17850.0,59.38002
17850.0,1.4162277
17850.0,1.0430206
17850.0,2.8827531
17850.0,4.158476
17850.0,20.119547
17850.0,20.119547
17850.0,0.689373
17850.0,-1.4514422
17850.0,2.6935818
17850.0,50.879704
17850.0,50.879704
14307.0,23.578869
14307.0,23.578869
14307.0,11.658726
14307.0,8.85344
14307.0,9.740402
14307.0,9.740402
14307.0,11.658726
14307.0,8.591675
14307.0,5.7139564
14307.0,5.7139564
14307.0,5.7139564
14307.0,8.591675
14307.0,8.591675
14307.0,11.658726
14307.0,9.740402
14307.0,14.211201
14307.0,6.0699573
14307.0,8.85344
14307.0,8.85344
14307.0,3.197678
14307.0,3.197678
14307.0,8.85344
14307.0,11.658726
14307.0,14.594232
14307.0,4.513566
14307.0,4.513566
14307.0,6.0699573
14307.0,11.658726
14307.0,23.578869
14307.0,23.578869
14307.0,6.1641254
14307.0,4.513566
14307.0,4.513566
14307.0,5.7139564
14307.0,22.623041
14307.0,11.894468
14307.0,4.886773
14307.0,8.85344
14307.0,64.2443
14307.0,23.578869
14307.0,8.591675
14307.0,9.8674
14307.0,9.8674
14307.0,8.85344
14307.0,19.278254
14307.0,9.740402
14307.0,5.7139564
14307.0,8.85344
17908.0,1.0430206
17908.0,2.2434123
17908.0,1.4162277
17908.0,1.0430206
17908.0,3.5422964
17908.0,2.0587032
17908.0,2.8827531
17908.0,2.2434123
17908.0,2.8827531
17908.0,2.8827531
17908.0,0.73792964
17908.0,3.5422964
17908.0,3.5422964
17908.0,0.73792964
17908.0,0.73792964
17908.0,1.0430206
17908.0,0.11416243
17908.0,2.6935818
17908.0,2.2434123
17908.0,2.8827531
17908.0,17.975523
17908.0,3.5422964
17908.0,1.0430206
17908.0,8.541085
17908.0,8.541085
17908.0,0.73792964
17908.0,0.73792964
17908.0,2.8827531
17908.0,3.5422964
17908.0,76.47418
17908.0,-110.095566
17908.0,1.0430206
17908.0,3.5422964
17908.0,2.0587032
17908.0,3.5422964
17908.0,16.138021
17908.0,1.0430206
17908.0,2.0587032
17908.0,0.73792964
17908.0,2.8827531
17908.0,3.5422964
17908.0,1.4162277
17908.0,1.0430206
17908.0,2.8827531
17908.0,2.8827531
17908.0,2.0587032
17908.0,6.641984
17908.0,6.641984
17908.0,17.975523
17908.0,8.541085
17908.0,2.8827531
17908.0,2.8827531
17908.0,3.5422964
17908.0,8.541085
17908.0,0.73792964
17908.0,48.97112
17908.0,1.4162277
17908.0,1.4162277
17920.0,2.0587032
17920.0,2.0587032
17920.0,0.73792964
17920.0,2.0587032
17920.0,2.0587032
17920.0,2.0587032
17920.0,0.73792964
17920.0,0.73792964
17920.0,2.8827531
17920.0,2.8827531
17920.0,8.759373
17920.0,8.759373
17920.0,8.759373
17920.0,8.759373
17920.0,0.73792964
17920.0,0.73792964
17920.0,2.6935818
17920.0,2.0587032
17920.0,2.0587032
17920.0,16.138021
17920.0,0.73792964
17920.0,2.0587032
17920.0,3.5422964
17920.0,6.641984
17920.0,2.0587032
17920.0,2.6935818
17920.0,2.2434123
17920.0,2.6935818
17920.0,2.2434123
17920.0,2.0587032
17920.0,0.73792964
17920.0,3.5422964
17920.0,2.0587032
17920.0,2.8827531
17920.0,2.8827531
17920.0,2.0587032
17920.0,2.0587032
17920.0,2.0587032
17920.0,2.0587032
17920.0,2.0587032
17920.0,3.5422964
17920.0,2.0587032
17920.0,2.0587032
17920.0,0.73792964
17920.0,0.73792964
17920.0,0.73792964
17920.0,0.73792964
17920.0,0.73792964
17920.0,2.2434123
17920.0,2.2434123
17920.0,12.868884
17920.0,0.73792964
17920.0,2.2434123
17920.0,2.8827531
17920.0,2.8827531
17920.0,2.2434123
17920.0,2.2434123
17920.0,2.0587032
17920.0,0.73792964
17920.0,2.2434123
17920.0,2.0587032
17920.0,0.11416243
17920.0,2.8827531
17920.0,2.0587032
17920.0,2.8827531
17920.0,1.4162277
17920.0,1.4162277
17920.0,1.4162277
17920.0,1.0430206
17920.0,8.541085
17920.0,0.73792964
17920.0,1.4162277
17920.0,1.0430206
17920.0,2.0587032
17920.0,0.73792964
17920.0,1.4162277
17920.0,0.73792964
17920.0,1.4162277
17920.0,3.5422964
17920.0,0.73792964
17920.0,0.11416243
0.0,-134.7657
12838.0,20.057573
12838.0,4.790411
12838.0,6.641867
12838.0,6.641867
12838.0,6.641867
12838.0,10.3515415
12838.0,7.6221724
12838.0,4.790411
12838.0,9.682892
12838.0,4.790411
12838.0,3.3261535
12838.0,6.641867
12838.0,9.682892
12838.0,10.3515415
12838.0,7.6221724
12838.0,6.992281
12838.0,10.3515415
12838.0,6.992281
12838.0,4.790411
12838.0,9.682892
12838.0,10.3515415
12838.0,10.3515415
12838.0,10.3515415
12838.0,10.3515415
12838.0,51.955395
12838.0,4.3808465
12838.0,51.955395
12838.0,7.6221724
12838.0,6.992281
12838.0,7.858554
12838.0,2.0102677
12838.0,2.0102677
12838.0,4.790411
12838.0,4.8310156
12838.0,20.057573
12838.0,20.057573
12838.0,20.057573
12838.0,20.057573
12838.0,6.992281
12838.0,6.992281
12838.0,6.992281
12838.0,6.992281
12838.0,20.69037
12838.0,10.3515415
12838.0,10.3515415
12838.0,10.3515415
12838.0,3.6993604
12838.0,6.641867
12838.0,6.641867
12838.0,6.641867
12838.0,20.69037
12838.0,20.69037
12838.0,20.69037
12838.0,20.69037
12838.0,4.790411
12838.0,4.8310156
12838.0,7.6221724
12838.0,4.3808465
12838.0,4.790411
13255.0,8.979883
13255.0,8.979883
13255.0,7.7378078
13255.0,2.290249
13255.0,2.290249
13255.0,5.21609
16583.0,9.550931
16583.0,9.550931
16583.0,9.550931
16583.0,6.438544
16583.0,9.550931
16583.0,10.041177
16583.0,10.041177
16583.0,6.0291786
16583.0,5.2019954
16583.0,10.041177
16583.0,6.438544
16583.0,6.4793477
16583.0,6.438544
16583.0,11.756726
18085.0,15.286639
18085.0,17.086773
18085.0,19.948046
18085.0,18.408728
18085.0,15.286639
18085.0,16.675566
18085.0,15.286639
18085.0,16.675566
18085.0,15.286639
13758.0,10.783315
13758.0,14.662849
13758.0,9.505963
13758.0,14.6965
13758.0,14.6965
13758.0,16.723558
13758.0,16.723558
13758.0,16.723558
13758.0,16.723558
13758.0,10.333144
13758.0,10.783315
13758.0,10.333144
13758.0,11.562175
13758.0,11.562175
13758.0,7.803367
13758.0,7.803367
13758.0,16.723558
13694.0,68.952995
13694.0,27.888676
13694.0,94.92735
13694.0,19.485199
13694.0,27.888676
13694.0,19.485199
15983.0,19.218073
15983.0,11.239678
15983.0,8.248406
15983.0,8.847356
15983.0,8.847356
15983.0,8.847356
15983.0,8.248406
15983.0,10.452273
15983.0,9.524129
15983.0,8.847356
15983.0,8.847356
15983.0,8.19865
15983.0,8.19865
15983.0,8.19865
15983.0,10.452273
15983.0,19.218073
15983.0,5.9214983
15983.0,8.847356
15983.0,5.512133
15983.0,8.847356
15983.0,9.524129
15983.0,8.847356
15983.0,8.248406
15983.0,8.19865
15983.0,8.19865
15983.0,5.9214983
15983.0,3.0612369
15983.0,9.524129
15983.0,9.524129
15983.0,19.218073
15983.0,19.218073
15983.0,8.847356
14849.0,7.214223
14849.0,7.8909936
14849.0,16.508049
14849.0,12.617825
14849.0,12.617825
14849.0,2.9654367
14849.0,2.9654367
14849.0,2.9654367
14849.0,16.508049
14849.0,3.3386428
14849.0,16.742468
14849.0,2.9654367
14849.0,1.6360528
14849.0,7.214223
14849.0,9.606543
17968.0,2.0868573
17968.0,3.2652254
17968.0,2.0868573
17968.0,3.2652254
17968.0,3.2652254
17968.0,2.0868573
17968.0,2.0868573
17968.0,2.0868573
17968.0,3.6261764
17968.0,3.6261764
17968.0,9.965896
17968.0,0.7649031
17968.0,3.2652254
17968.0,1.9685715
17968.0,0.7649031
17968.0,43.073402
17968.0,43.073402
17968.0,4.748815
17968.0,4.748815
17968.0,4.748815
17968.0,3.2652254
17968.0,3.6261764
17968.0,3.6261764
17968.0,6.305941
17968.0,15.484396
17968.0,1.6366878
17968.0,16.536242
17968.0,0.7649031
17968.0,0.7649031
17968.0,4.748815
17968.0,3.2652254
17968.0,15.484396
17968.0,6.305941
17968.0,7.848505
17968.0,7.848505
17968.0,7.848505
17968.0,6.305941
17968.0,0.7649031
17968.0,6.305941
17968.0,6.305941
17968.0,6.305941
17968.0,0.7649031
17968.0,4.748815
17968.0,4.748815
17968.0,3.6261764
17968.0,3.2652254
17968.0,3.2652254
17968.0,3.2652254
17968.0,3.6261764
17968.0,4.748815
17968.0,3.6261764
17968.0,3.6261764
17968.0,7.848505
17968.0,3.6261764
17968.0,6.305941
17968.0,4.9018984
17968.0,15.484396
17968.0,15.484396
17968.0,4.748815
17968.0,4.748815
17968.0,4.748815
17968.0,3.2652254
17968.0,7.848505
17968.0,6.305941
17968.0,6.305941
17968.0,3.2652254
17968.0,0.8095027
